"Task ID","SUBJECT","MISSION","# OF TASKS","Task Name","Label","Sequence Name","Sequence Number"
35239,"???????","???? ???????",3,"I watched “Tishrei with the Rebbe”",,,
35287,"???????","??? ??? ????",3,"I went to the Ohel and said part of the Maina Loshen",,,
35286,"???????","??? ??? ????",3,"I wrote a Pan and sent it to the Rebbe",,,
104985,"???????","Chodesh Teves",9,"Part 1 ???? ??? I bentched every time i ate this week",,,
104981,"???????","Chodesh Teves",9,"Part 1 ???? ??? I davened Shacharis on Sunday",,,
104977,"???????","Chodesh Teves",9,"Part 1 ???? ??? I said my Kapitel of Tehillim everyday of the week",,,
104986,"???????","Chodesh Teves",9,"Part 2 ???? ???? I bentched every time i ate this week",,,
104982,"???????","Chodesh Teves",9,"Part 2 ???? ???? I davened Shacharis on Sunday",,,
104978,"???????","Chodesh Teves",9,"Part 2 ???? ???? I said my Kapitel of Tehillim everyday of the week",,,
104987,"???????","Chodesh Teves",9,"Part 3 ???? ???? I bentched every time i ate this week",,,
104983,"???????","Chodesh Teves",9,"Part 3 ???? ???? I davened Shacharis on Sunday",,,
104979,"???????","Chodesh Teves",9,"Part 3 ???? ???? I said my Kapitel of Tehillim everyday of the week",,,
104988,"???????","Chodesh Teves",9,"Part 4 ???? ???? I bentched every time i ate this week",,,
104984,"???????","Chodesh Teves",9,"Part 4 ???? ???? I davened Shacharis on Sunday",,,
104980,"???????","Chodesh Teves",9,"Part 4 ???? ???? I said my Kapitel of Tehillim everyday of the week",,,
35284,"???????","???? ???????",152,"?' ???? I pictured the Rebbe in my mind during Tekios",,,
35283,"???????","???? ???????",152,"?""?-?' ???? I sang the Rabbeim’s Niggunim at an end-of- Yom Tov Farbrengen",,,
72611,"???????","???? ???????",56,"?""? ???? - ?''? ???? I watched “Tishrei with the Rebbe”",,,
35281,"???????","???? ???????",96,"?""? ???? - ?''? ???? I watched “Tishrei with the Rebbe”",,,
35324,"???????","??? ??? ????",79,"?""?-?""? ???? I read a Michtav Kloli from the Rebbe",,,
35322,"???????","??? ??? ????",79,"?""?-?""? ???? I went to the Ohel and said part of the Maina Loshen",,,
35321,"???????","??? ??? ????",79,"?""?-?""? ???? I wrote a Pan and sent it to the Rebbe",,,
75385,"???????","Chodesh Cheshvan",18,"???? ???? I bentched every time i ate this week",,,
75381,"???????","Chodesh Cheshvan",18,"???? ???? I Davened Shachris on sunday",,,
75377,"???????","Chodesh Cheshvan",18,"???? ???? I said my Kapital of tehillim everyday of the week",,,
75386,"???????","Chodesh Cheshvan",18,"???? ??? ??? I bentched every time i ate this week",,,
75382,"???????","Chodesh Cheshvan",18,"???? ??? ??? I Davened Shachris on sunday",,,
75378,"???????","Chodesh Cheshvan",18,"???? ??? ??? I said my Kapital of tehillim everyday of the week",,,
75384,"???????","Chodesh Cheshvan",18,"???? ?? ?? I bentched every time i ate this week",,,
75380,"???????","Chodesh Cheshvan",18,"???? ?? ?? I Davened Shachris on sunday",,,
75376,"???????","Chodesh Cheshvan",18,"???? ?? ?? I said my Kapital of tehillim everyday of the week",,,
75383,"???????","Chodesh Cheshvan",18,"???? ?? I bentched every time i ate this week",,,
75379,"???????","Chodesh Cheshvan",18,"???? ?? I Davened Shachris on sunday",,,
75375,"???????","Chodesh Cheshvan",18,"???? ?? I said my Kapital of tehillim everyday of the week",,,
113149,"????? ??????","???? ????",196,"1. I read Hachayol about this months midda 2. I evaluated myself 3. I chose a permanent middos Tovas Hachloto 4. I kept my new and previous Hachloto this week. 1-3 only if you did not do it yet this month",,,
114319,"????? ??????","???? ????",40,"1.I evaluated my self 2.I chose a permanent Middos Tovos Hachloto 3. I kept my new and previous Hachloto this week. 1-2 only if you did not do yet this month",,,
75260,"????? ??????","Chodesh Cheshvan",18,"During this month i did one of the following on this month's theme",,,
63426,"????? ??????","???? ??",93,"During this month i did one of the following on this months theme",,,
95408,"????? ??????","???? ??????",139,"During this month i did one of the options on this months theme",,,
199881,"????? ??????","???? ????? ?????",4002,"During this week I did one of the folowing on the current theme, Made a commic,or created a power point presentation, or wrote a poem",,,
113150,"????? ??????","???? ????",236,"During this week i did one of the folowing on the current theme",,,
199878,"????? ??????","???? ?? ???",4002,"During this week I did one of the folowing on the current theme, wrote an essay,or drew a picture",,,
199870,"????? ??????","???? ?????",4048,"I chose a permanent Middos Tovas Hachloto (write which number you chose)",,,
199873,"????? ??????","???? ????",11962,"I chose a permanent Middos tovas Hachloto (unless you already did) write the hachloto you chose for this month (Even if you did it last week)",,,
199872,"????? ??????","???? ?????",4004,"I completed the Veholachto Bidrochv evaluation sheet",,,
59087,"????? ??????","???? ??",232,"I evaluated myself and with the help of my parent or teacher i chose a permanent middos tovos haclotah",,,
75255,"????? ??????","Chodesh Cheshvan",18,"I evaluated myself and with the help of my parent or teacher i chose a permanent middos tovos resolution",,,
64507,"????? ??????","???? ??",1,"I kep my Hachlotah this week",,,
59091,"????? ??????","???? ??",189,"I kept my Hachlotah this week",,,
95404,"????? ??????","???? ??????",413,"I kept my new and previous Hachlotah this week",,,
199871,"????? ??????","???? ?????",16010,"I kept my new and previous Hachlotos this week",,,
199875,"????? ??????","???? ????",44,"I read the Veholachto Bidrochov page in the Hac hayol Magazine",,,
199887,"????? ??????","???? ??",3958,"I read the Veholachto Bidrochov page in the Hachayol Magazine",,,
105816,"????? ??????","Chodesh Teves",11,"Part 1 ???? ??? I kept my new and previous Hachlotah this week",,,
66178,"????? ??????","Chodesh Cheshvan",47,"Part 1 ???? ?? I kept my Hachlotah this week",,,
75256,"????? ??????","Chodesh Cheshvan",18,"Part 1 ???? ?? I kept my resolution this week",,,
107453,"????? ??????","???? ??????",3,"Part 1 ???? ?????? I kept my new and previous Hachlotah this week",,,
105817,"????? ??????","Chodesh Teves",11,"Part 2 ???? ???? I kept my new and previous Hachlotah this week",,,
113955,"????? ??????","???? ??????",2,"Part 2 ???? ???? I kept my new and previous Hachlotah this week",,,
66179,"????? ??????","Chodesh Cheshvan",47,"Part 2 ???? ?? ?? I kept my Hachlotah this week",,,
75257,"????? ??????","Chodesh Cheshvan",18,"Part 2 ???? ?? ?? I kept my resolution this week",,,
105818,"????? ??????","Chodesh Teves",11,"Part 3 ???? ???? I kept my new and previous Hachlotah this week",,,
66180,"????? ??????","Chodesh Cheshvan",47,"Part 3 ???? ???? I kept my Hachlotah this week",,,
75258,"????? ??????","Chodesh Cheshvan",18,"Part 3 ???? ???? I kept my resolution this week",,,
113956,"????? ??????","???? ??????",2,"Part 3 ???? ????? I kept my new and previous Hachlotah this week",,,
113957,"????? ??????","???? ??????",2,"Part 4 ???? ???? I kept my new and previous Hachlotah this week",,,
66181,"????? ??????","Chodesh Cheshvan",47,"Part 4 ???? ??? ??? I kept my Hachlotah this week",,,
75259,"????? ??????","Chodesh Cheshvan",18,"Part 4 ???? ??? ??? I kept my resolution this week",,,
105819,"????? ??????","Chodesh Teves",11,"Part 4 ???? ???? I kept my new and previous Hachlotah this week",,,
385743,"???? ?????","Purim Day",45,"After the Megillah I said teh Brochos and Shoshanas Yakkov",,,
836784,"???? ?????","Nine Days #1",144,"Ahavas Yisroel: Each day befriend another Chayol",,,
59066,"???? ?????","Chof Cheshvan",72,"At my shabbos table i explained the pisgom ""ich gay in himmel""",,,
59067,"???? ?????","Chof Cheshvan",72,"At my shabbos table i sang the niggun hachona",,,
64662,"???? ?????","Zayin Cheshvan",72,"At the dinner table i sang the niggun Henay Ma Tov",,,
75801,"???? ?????","Yud Aleph Cheshvan",18,"At the dinner table i told over (or heard) something special about rachel imainu",,,
836768,"???? ?????","???? #4",38,"Before Rosh Hashana we daven at kivrei Tzadekim. Chassidim who are able to , visit the ohel, I went to Kivrei Tzadekim/ Ohel to dave",,,
806135,"???? ?????","??? ?'",98,"Beirach-I or someone at the seder filled up the Kois Shel Eliyahu Hanavi",,,
836031,"???? ?????","??? ?????",10,"Boys: I took a hair cut to prepare for Yom Tov",,,
836055,"???? ?????","?' ??????",10,"Boys: I went under a Tallis for Birchas Kohanim Girls: i heard Birchas Kohanim",,,
836041,"???? ?????","?' ??????",10,"Boys: I went under a Tallis for Birchas Kohanim Girls: i hearde Birchas Kohanim",,,
34714,"???? ?????","??? ??? ?????",8,"did Kapporos (anytime before Yom Kippur)",,,
386031,"???? ?????","? ???",36,"Discuss a way you can make sure that America (or the country you live in) is NO different",,,
138793,"???? ?????","?' ???",36,"Do the Bosi Legani game on page 20",,,
836785,"???? ?????","Nine Days #1",48,"During this week i did not eat meat, chicken or wine unless it's a sheudas mitzvah",,,
138794,"???? ?????","?""? ????",45,"Eat at least one of the Shivas Haminim",,,
806120,"???? ?????","??? ?'",78,"From Rochtza until after Korech, I did not talk about anything that is not connected with the mitzvos of matza, Moror or Korech (Because the Bracha on Matza is also for Korech. You can say ""Please pass the Marror"" or ""Tatti how do you do this?"")",,,
836045,"???? ?????","?' ??????",10,"Girls: I lite candels",,,
138787,"???? ?????","?' ???",36,"Give extra Tzedakah",,,
138799,"???? ?????","?""? ???",36,"Give Tzedaka in multiples of five (5 cents, 10 cents, ect.)",,,
822525,"???? ?????","??? ?'",20,"Hallel Nirtza- I drank the entire fourth cup while leaning on my left",,,
817613,"???? ?????","??? ?'",20,"Hallel Nirtza- I drank the entire fourth kois",,,
815798,"???? ?????","??? ?'",20,"Hallel Nirtza- I drank the entire fourth kois while leaning to my left",,,
806139,"???? ?????","??? ?'",38,"Hallel Nirtza- I said Hallel nicely, (inChabad we do not rush to complete Hallel before chatzos)",,,
34699,"???? ?????","?' ???? ????",18,"heard 100 tekios without speaking between them",,,
823899,"???? ?????","????? ?? ???",20,"I Bentch licht in their Yom Tov clothes",,,
824532,"???? ?????","????? ?? ???",10,"I Birchas Kohanim",,,
823916,"???? ?????","????? ?? ???",10,"I davened Mincha",,,
823822,"???? ?????","? ????""?",50,"I davened mincha nicely",,,
815807,"???? ?????","??? ???",90,"I davened my Mincha quota nicely",,,
835506,"???? ?????","??? ?????",40,"I davened my shacharis quota nicely",,,
815802,"???? ?????","??? ???",30,"I davened my shacharis quota nicely (with out Mizmor Lesoda)",,,
816069,"???? ?????","? ????""?",20,"I gave Tzedaka and Bentch Licht before the Zman in their shabbos clothes",,,
823883,"???? ?????","? ????""?",20,"I gave Tzedaka and Bentch Licht in their Yom Tov clothes",,,
169427,"???? ?????","???? ??? ?????",635,"I watched a video of the Rebbe",,,
834447,"???? ?????","??? ?????",20,"I (went to shul) davened my shacharis quota nicely",,,
835061,"???? ?????","?? ????",39,"I answered the questions of chof ches sivan",,,
834488,"???? ?????","?' ??????",40,"I answered the Shavuos questions and brought it back to school after Shavuos",,,
807173,"???? ?????","? ????""?",39,"I as careful not to eat Gebroks",,,
33733,"???? ?????","??? ??? ?????",54,"I asked for Honey Cake",,,
34033,"???? ?????","??? ??? ?????",72,"I asked for Lekach",,,
34032,"???? ?????","??? ??? ?????",126,"I asked my friends for forgiveness",,,
34068,"???? ?????","?' ???? ????",126,"I ate a new fruit for the brocha Shehechiyonu",,,
836050,"???? ?????","?' ??????",10,"I ate a Seudas yom tov with fish and meat",,,
834461,"???? ?????","?' ??????",40,"I ate a seudas yom tov with fish and meat",,,
836046,"???? ?????","?' ??????",10,"I ate a yom tov meal",,,
815950,"???? ?????","??? ?'",60,"I ate at least on Kezayis in the shiur (7-7 minutes)",,,
806124,"???? ?????","??? ?'",38,"I ate at least on Kezayis in the shiur (7-7 minutes) while leaning to my left",,,
836043,"???? ?????","?' ??????",10,"I ate dairy meal",,,
97909,"???? ?????","?????",432,"I ate food made with oil",,,
34062,"???? ?????","?' ???? ????",126,"I ate from the head of a ram, sheep, or fish",,,
807185,"???? ?????","????? ?? ???",39,"I ate Gebroks tonight",,,
385746,"???? ?????","Purim Day",45,"I ate Krapelach by the Purim seuda",,,
828312,"???? ?????","??? ???",47,"I ate Matzah",,,
834460,"???? ?????","?' ??????",40,"I ate Milchigs",,,
34035,"???? ?????","??? ??? ?????",126,"I ate the first Seuda with krepelach",,,
815958,"???? ?????","??? ?'",40,"I ate the Korech sandwich ( a Kezayis of Matza and a Kezayis of Chazeres) in 6-7 minutes",,,
806132,"???? ?????","??? ?'",38,"I ate the Korech sandwich ( a Kezayis of Matza and a Kezayis of Chazeres) while leaning to my left in 6-7 minutes",,,
822518,"???? ?????","??? ?'",20,"I ate the Korech sandwich while leaning to my left",,,
385740,"???? ?????","Purim Day",45,"I ate the Purim Seudah",,,
34037,"???? ?????","??? ??? ?????",126,"I ate the Seuda Hamafsekes",,,
834450,"???? ?????","??? ?????",140,"I ate the Yom tov meal",,,
834496,"???? ?????","???? ?????",40,"I attended a special gathering in honor of Shabbos Achdus",,,
34044,"???? ?????","??? ?????",126,"I behaved extra well because my parents were fasting",,,
802681,"???? ?????","#2 ????? ????",36,"I bought or was given a new siddur for Yom Tov",,,
34052,"???? ?????","??? ?????",90,"I bowed down for “Koyrim”",,,
63460,"???? ?????","Chof Cheshvan",72,"I checked to see which of the following mamorim we have in our house 1. Kuntres eitz chayim 2. Veyadato moskova 3. Eyin beis 4. Kuntres umayon 5. Samech vov",,,
386034,"???? ?????","?? ???",36,"I chose a birthday gift for the Rebbe",,,
823864,"???? ?????","????? #1",30,"I counted the 10th night of Sefira, said Horachamon",,,
807594,"???? ?????","????? #1",19,"I counted the 10th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823865,"???? ?????","????? #1",30,"I counted the 11th night of Sefira, said Horachamon",,,
807595,"???? ?????","????? #1",19,"I counted the 11th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823866,"???? ?????","????? #1",30,"I counted the 12th night of Sefira, said Horachamon",,,
807596,"???? ?????","????? #1",19,"I counted the 12th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823867,"???? ?????","????? #2",30,"I counted the 13th night of Sefira, said Horachamon",,,
807597,"???? ?????","????? #2",19,"I counted the 13th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823868,"???? ?????","????? #2",30,"I counted the 14th night of Sefira, said Horachamon",,,
807598,"???? ?????","????? #2",19,"I counted the 14th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823869,"???? ?????","????? #2",30,"I counted the 15th night of Sefira, said Horachamon",,,
807599,"???? ?????","????? #2",19,"I counted the 15th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823870,"???? ?????","????? #2",30,"I counted the 16th night of Sefira, said Horachamon",,,
807600,"???? ?????","????? #2",19,"I counted the 16th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823871,"???? ?????","????? #2",30,"I counted the 17th night of Sefira, said Horachamon",,,
807601,"???? ?????","????? #2",19,"I counted the 17th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823872,"???? ?????","????? #2",30,"I counted the 18th night of Sefira, said Horachamon",,,
807602,"???? ?????","????? #2",19,"I counted the 18th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823873,"???? ?????","????? #2",30,"I counted the 19th night of Sefira, said Horachamon",,,
807603,"???? ?????","????? #2",19,"I counted the 19th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
822545,"???? ?????","?' ????",10,"I counted the 1st night of Sefira, said Horachamon",,,
806190,"???? ?????","?' ????",48,"I counted the 1st night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
828346,"???? ?????","#3 ?????",19,"I counted the 20th night of Sefira,said Horachamon",,,
827818,"???? ?????","#3 ?????",28,"I counted the 20th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828347,"???? ?????","#3 ?????",19,"I counted the 21st night of Sefira,said Horachamon",,,
827819,"???? ?????","#3 ?????",28,"I counted the 21st night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828348,"???? ?????","#3 ?????",19,"I counted the 22nd night of Sefira,said Horachamon",,,
827820,"???? ?????","#3 ?????",28,"I counted the 22nd night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828349,"???? ?????","#3 ?????",19,"I counted the 23rd night of Sefira,said Horachamon",,,
827821,"???? ?????","#3 ?????",28,"I counted the 23rd night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828350,"???? ?????","#3 ?????",19,"I counted the 24th night of Sefira,said Horachamon",,,
827822,"???? ?????","#3 ?????",28,"I counted the 24th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828351,"???? ?????","#3 ?????",19,"I counted the 25th night of Sefira,said Horachamon",,,
827823,"???? ?????","#3 ?????",28,"I counted the 25th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828352,"???? ?????","#3 ?????",19,"I counted the 26th night of Sefira,said Horachamon",,,
827824,"???? ?????","#3 ?????",28,"I counted the 26th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828329,"???? ?????","#4 ?????",19,"I counted the 27th night of Sefira,said Horachamon",,,
827921,"???? ?????","#4 ?????",28,"I counted the 27th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828330,"???? ?????","#4 ?????",19,"I counted the 28th night of Sefira,said Horachamon",,,
827922,"???? ?????","#4 ?????",28,"I counted the 28th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828331,"???? ?????","#4 ?????",19,"I counted the 29th night of Sefira,said Horachamon",,,
827923,"???? ?????","#4 ?????",28,"I counted the 29th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
815876,"???? ?????","?' ????",40,"I counted the 2nd night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
828332,"???? ?????","#4 ?????",19,"I counted the 30th night of Sefira,said Horachamon",,,
827924,"???? ?????","#4 ?????",28,"I counted the 30th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828333,"???? ?????","#4 ?????",19,"I counted the 31st night of Sefira,said Horachamon",,,
827925,"???? ?????","#4 ?????",28,"I counted the 31st night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828334,"???? ?????","#4 ?????",19,"I counted the 32nd night of Sefira,said Horachamon",,,
827926,"???? ?????","#4 ?????",28,"I counted the 32nd night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828291,"???? ?????","#5 ?????",19,"I counted the 34th night of Sefira,said Horachamon",,,
828267,"???? ?????","#5 ?????",28,"I counted the 34th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828292,"???? ?????","#5 ?????",19,"I counted the 35th night of Sefira,said Horachamon",,,
828268,"???? ?????","#5 ?????",28,"I counted the 35th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828293,"???? ?????","#5 ?????",19,"I counted the 36th night of Sefira,said Horachamon",,,
828269,"???? ?????","#5 ?????",28,"I counted the 36th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828294,"???? ?????","#5 ?????",19,"I counted the 37th night of Sefira,said Horachamon",,,
828270,"???? ?????","#5 ?????",28,"I counted the 37th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828295,"???? ?????","#5 ?????",19,"I counted the 38th night of Sefira,said Horachamon",,,
828271,"???? ?????","#5 ?????",28,"I counted the 38th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
828296,"???? ?????","#5 ?????",19,"I counted the 39th night of Sefira,said Horachamon",,,
828272,"???? ?????","#5 ?????",28,"I counted the 39th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
806210,"???? ?????","? ????""?",49,"I counted the 3rd night of Sefira, said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olam...",,,
827817,"???? ?????","#5 ?????",1,"I counted the 40th night of Sefira,said Horachamon",,,
828297,"???? ?????","#5 ?????",18,"I counted the 40th night of Sefira,said Horachamon",,,
828273,"???? ?????","#5 ?????",28,"I counted the 40th night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831826,"???? ?????","#6 ?????",1,"I counted the 41st night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834489,"???? ?????","#6 ?????",20,"I counted the 41st night of Sefira,said Horachamon",,,
836064,"???? ?????","#6 ?????",31,"I counted the 41st night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831827,"???? ?????","#6 ?????",1,"I counted the 42nd night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834490,"???? ?????","#6 ?????",20,"I counted the 42nd night of Sefira,said Horachamon",,,
836065,"???? ?????","#6 ?????",31,"I counted the 42nd night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834491,"???? ?????","#6 ?????",20,"I counted the 43rd night of Sefira,said Horachamon",,,
836066,"???? ?????","#6 ?????",31,"I counted the 43rd night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831828,"???? ?????","#6 ?????",1,"I counted the 43rd night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831829,"???? ?????","#6 ?????",1,"I counted the 44th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834492,"???? ?????","#6 ?????",20,"I counted the 44th night of Sefira,said Horachamon",,,
836067,"???? ?????","#6 ?????",31,"I counted the 44th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834493,"???? ?????","#6 ?????",20,"I counted the 45th night of Sefira,said Horachamon",,,
836068,"???? ?????","#6 ?????",31,"I counted the 45th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831830,"???? ?????","#6 ?????",1,"I counted the 45th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834494,"???? ?????","#6 ?????",20,"I counted the 46th night of Sefira,said Horachamon",,,
836069,"???? ?????","#6 ?????",31,"I counted the 46th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831831,"???? ?????","#6 ?????",1,"I counted the 46th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
834495,"???? ?????","#6 ?????",20,"I counted the 47th night of Sefira,said Horachamon",,,
836070,"???? ?????","#6 ?????",31,"I counted the 47th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
831832,"???? ?????","#6 ?????",1,"I counted the 47th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
835073,"???? ?????","#7 ?????",20,"I counted the 48th night of Sefira,said Horachamon",,,
836071,"???? ?????","#7 ?????",30,"I counted the 48th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
835074,"???? ?????","#7 ?????",20,"I counted the 49th night of Sefira,said Horachamon",,,
836072,"???? ?????","#7 ?????",30,"I counted the 49th night of Sefira,said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
822617,"???? ?????","? ????""?",10,"I counted the 4th night of Sefira, said Horacham",,,
806229,"???? ?????","? ????""?",39,"I counted the 4th night of Sefira, said Horachamon and (my quota of)Lamnatzeiach, Ona B'koach and Ribono Shel Olam..",,,
806243,"???? ?????","? ????""?",49,"I counted the 5th night of sefira, said Horachamon and (my Quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam.",,,
824565,"???? ?????","? ????""?",10,"I counted the 6th night of sefira, said Horachamon",,,
807168,"???? ?????","? ????""?",39,"I counted the 6th night of sefira, said Horachamon and (my quota of) Lamnatzeiach . Ona B'koach and Ribono Shel Olam..",,,
807184,"???? ?????","????? ?? ???",49,"I counted the 7th night of Sefira, said Horachamon and (my quota of ) Lamnatzeiach, Ona B'koach and Ribono Shel Olam...",,,
807590,"???? ?????","????? ?? ???",49,"I counted the 8th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
823863,"???? ?????","????? #1",30,"I counted the 9th night of Sefira, said Horachamon",,,
807192,"???? ?????","????? #1",19,"I counted the 9th night of Sefira, said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olam",,,
828335,"???? ?????","#4 ?????",19,"I counted the33rd night of Sefira,said Horachamon",,,
827927,"???? ?????","#4 ?????",28,"I counted the33rd night of Sefira,said Horachamon and (my quota of) Lamnatzeiach, Ona B'koach and Ribono Shel Olem",,,
824570,"???? ?????","? ????""?",10,"I davened Learned Torah for at least 10 minutes",,,
816071,"???? ?????","? ????""?",10,"I Davened Maariv quota nicely",,,
34022,"???? ?????","???? ??? ?????",48,"I davened Mincha",,,
34706,"???? ?????","???? ??? ?????",108,"I davened Mincha (with anainu if fasting)",,,
386040,"???? ?????","????? ????",36,"I davened Mincha (with Aneinu Anienu is said only if fasting)",,,
836777,"???? ?????","???? ??? ?????",48,"I davened Mincha and Aneinu",,,
834470,"???? ?????","?' ??????",150,"I davened mincha nicely",,,
806228,"???? ?????","? ????""?",39,"I Davened Mincha quota nicely",,,
806218,"???? ?????","? ????""?",9,"I Davened Mincha with a Minyan",,,
34039,"???? ?????","??? ??? ?????",126,"I davened Mincha with Al Cheit",,,
105878,"???? ?????","Asara Bteves",102,"I davened Mincha with Aneinu ( Aneinu is said only if fasting)",,,
385725,"???? ?????","Tannis Esther",9,"I davened Mincha with Aneinu (Aneinu is said only if fasting)",,,
834467,"???? ?????","?' ??????",100,"I davened Musaf nicely",,,
816063,"???? ?????","? ????""?",10,"I davened my maariv",,,
807589,"???? ?????","????? ?? ???",9,"I davened my maariv quota",,,
835468,"???? ?????","?' ??????",87,"I davened my Maariv quota nicely",,,
806220,"???? ?????","? ????""?",9,"I davened my maariv with a Minyan",,,
835041,"???? ?????","?' ??????",29,"I davened my marriv quota nicely",,,
806209,"???? ?????","? ????""?",49,"I Davened my Mincaha quota nicely",,,
835023,"???? ?????","??? ?????",10,"I davened my mincha and maariv quotas",,,
835511,"???? ?????","??? ?????",10,"I davened my Mincha and Maariv quotas nicely",,,
34054,"???? ?????","??? ?????",186,"I davened my Mincha quota nicely",,,
806184,"???? ?????","?' ????",392,"I Davened my Musaf quota nicely",,,
34051,"???? ?????","??? ?????",126,"I davened my Mussof quota nicely",,,
806206,"???? ?????","? ????""?",245,"I davened my quota of half Hallel nicely",,,
806182,"???? ?????","?' ????",98,"I davened my quota of Hallel",,,
