868476,I heard 100 Tekiyos
868477,I went under a ???? for Duchening
868478,"I helped prepare, serve, or cleanup by any meal"
868479,I said a ??? ???? during any meal
868480,I went to a body of water and said Tashlich
868481,I ate a new fruit for the Brocha Shehecheyanu
868482,I went to Shul and davened Shacharis nicely
868483,I listened quietly during Tekiyos
868484,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868485,I went under a ???? for Duchening
868486,"I helped setup, serve, or clean up by any meal"
868487,I said a ??? ???? during any meal
868488,I said extra Tehillim on Yom Tov
868489,I went to a shiur on shabbos
868490,I gave extra Tzedakah on this day
868491,I learned something special about ?????? ???.
868492,I helped prepare for ??? ???
868493,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868494,I said Tehillim before Maariv
868495,I went to Shul and davened Maariv nicely
868496,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868497,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868498,I tasted a pomegranate
868499,"I ate from the head of a ram, sheep,or fish"
868500,I went to Shul and davened Shacharis nicely
868501,I followed Krias Hatorah inside
868502,I listened quietly during Tekiyos
868503,I heard 100 Tekiyos
868504,I went under a ???? for Duchening
868505,"I helped prepare, serve, or cleanup by any meal"
868506,I said a ??? ???? during any meal
868507,I said extra Tehillim on Yom Tov
868508,I went to a body of water and said Tashlich
868509,I davened Mincha and Maariv
868510,I ate a new fruit for the Brocha Shehecheyanu
868511,I went to Shul and davened Shacharis nicely
868512,I followed Krias Hatorah inside
868513,I listened quietly during Tekiyos
868514,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868515,I went under a ???? for Duchening
868516,"I helped setup, serve, or clean up by any meal"
868517,I said a ??? ???? during any meal
868518,I said extra Tehillim on Yom Tov
868519,I went to Shul and davened Mincha and Maariv nicely
868520,I went to a shiur on shabbos
868521,I fasted part of the day
868522,I gave extra Tzedakah on this day
868523,I followed Krias Hatorah and Haftorah inside
868524,I said my Selichos quota
868525,I davened Mincha with Aneinu (if fasting)
868526,I helped prepare for ??? ???
868527,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868528,I said Tehillim before Maariv
868529,I went to Shul and davened Maariv nicely
868530,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868531,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868532,I tasted a pomegranate
868533,"I ate from the head of a ram, sheep,or fish"
868534,I went to Shul and davened Shacharis nicely
868535,I followed Krias Hatorah inside
868536,I listened quietly during Tekiyos
868537,I heard 100 Tekiyos
868538,I went under a ???? for Duchening
868539,"I helped prepare, serve, or cleanup by any meal"
868540,I said a ??? ???? during any meal
868541,I said extra Tehillim on Yom Tov
868542,I went to a body of water and said Tashlich
868543,I davened Mincha and Maariv
868544,I helped prepare for ??? ???
868545,I ate a new fruit for the Brocha Shehecheyanu
868546,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868547,I went to Shul and davened Shacharis nicely
868548,I said Tehillim before Maariv
868549,I followed Krias Hatorah inside
868550,I went to Shul and davened Maariv nicely
868551,I listened quietly during Tekiyos
868552,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868553,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868554,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868555,I went under a ???? for Duchening
868556,I tasted a pomegranate
868557,"I helped setup, serve, or clean up by any meal"
868558,"I ate from the head of a ram, sheep,or fish"
868559,I said a ??? ???? during any meal
868560,I went to Shul and davened Shacharis nicely
868561,I said extra Tehillim on Yom Tov
868562,I went to Shul and davened Mincha and Maariv nicely
868563,I helped prepare for ??? ???
868564,I followed Krias Hatorah inside
868565,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868566,I went to a shiur on shabbos
868567,I listened quietly during Tekiyos
868568,I said Tehillim before Maariv
868569,I heard 100 Tekiyos
868570,I went to Shul and davened Maariv nicely
868571,I went under a ???? for Duchening
868572,I fasted part of the day
868573,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868574,"I helped prepare, serve, or cleanup by any meal"
868575,I gave extra Tzedakah on this day
868576,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868577,I said a ??? ???? during any meal
868578,I followed Krias Hatorah and Haftorah inside
868579,I tasted a pomegranate
868580,I said extra Tehillim on Yom Tov
868581,I said my Selichos quota
868582,"I ate from the head of a ram, sheep,or fish"
868583,I went to a body of water and said Tashlich
868584,I went to Shul and davened Shacharis nicely
868585,I davened Mincha with Aneinu (if fasting)
868586,I followed Krias Hatorah inside
868587,I listened quietly during Tekiyos
868588,I davened Mincha and Maariv
868589,I heard 100 Tekiyos
868590,I ate a new fruit for the Brocha Shehecheyanu
868591,I went under a ???? for Duchening
868592,I went to Shul and davened Shacharis nicely
868593,"I helped prepare, serve, or cleanup by any meal"
868594,I followed Krias Hatorah inside
868595,I said a ??? ???? during any meal
868596,I listened quietly during Tekiyos
868597,I said extra Tehillim on Yom Tov
868598,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868599,I went to a body of water and said Tashlich
868600,I went under a ???? for Duchening
868601,"I helped setup, serve, or clean up by any meal"
868602,I davened Mincha and Maariv
868603,I said a ??? ???? during any meal
868604,I ate a new fruit for the Brocha Shehecheyanu
868605,I said extra Tehillim on Yom Tov
868606,I went to Shul and davened Shacharis nicely
868607,I went to Shul and davened Mincha and Maariv nicely
868608,I followed Krias Hatorah inside
868609,I went to a shiur on shabbos
868610,I listened quietly during Tekiyos
868611,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868612,I went under a ???? for Duchening
868613,I fasted part of the day
868614,"I helped setup, serve, or clean up by any meal"
868615,I gave extra Tzedakah on this day
868616,I said a ??? ???? during any meal
868617,I followed Krias Hatorah and Haftorah inside
868618,I said extra Tehillim on Yom Tov
868619,I said my Selichos quota
868620,I went to Shul and davened Mincha and Maariv nicely
868621,I davened Mincha with Aneinu (if fasting)
868622,I went to a shiur on shabbos
868623,I fasted part of the day
868624,I gave extra Tzedakah on this day
868625,I followed Krias Hatorah and Haftorah inside
868626,I said my Selichos quota
868627,I davened Mincha with Aneinu (if fasting)
868628,I helped prepare for ??? ???
868629,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868630,I said Tehillim before Maariv
868631,I went to Shul and davened Maariv nicely
868632,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868633,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868634,I tasted a pomegranate
868635,"I ate from the head of a ram, sheep,or fish"
868636,I went to Shul and davened Shacharis nicely
868637,I followed Krias Hatorah inside
868638,I listened quietly during Tekiyos
868639,I heard 100 Tekiyos
868640,I went under a ???? for Duchening
868641,"I helped prepare, serve, or cleanup by any meal"
868642,I said a ??? ???? during any meal
868643,I said extra Tehillim on Yom Tov
868644,I went to a body of water and said Tashlich
868645,I davened Mincha and Maariv
868646,I ate a new fruit for the Brocha Shehecheyanu
868647,I went to Shul and davened Shacharis nicely
868648,I followed Krias Hatorah inside
868649,I listened quietly during Tekiyos
868650,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868651,I went under a ???? for Duchening
868652,"I helped setup, serve, or clean up by any meal"
868653,I said a ??? ???? during any meal
868654,I said extra Tehillim on Yom Tov
868655,I went to Shul and davened Mincha and Maariv nicely
868656,I went to a shiur on shabbos
868657,I fasted part of the day
868658,I gave extra Tzedakah on this day
868659,I followed Krias Hatorah and Haftorah inside
868660,I said my Selichos quota
868661,I davened Mincha with Aneinu (if fasting)
868662,I helped prepare for ??? ???
868663,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868664,I said Tehillim before Maariv
868665,I went to Shul and davened Maariv nicely
868666,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868667,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868668,I tasted a pomegranate
868669,"I ate from the head of a ram, sheep,or fish"
868670,I went to Shul and davened Shacharis nicely
868671,I followed Krias Hatorah inside
868672,I listened quietly during Tekiyos
868673,I heard 100 Tekiyos
868674,I went under a ???? for Duchening
868675,"I helped prepare, serve, or cleanup by any meal"
868676,I said a ??? ???? during any meal
868677,I said extra Tehillim on Yom Tov
868678,I went to a body of water and said Tashlich
868679,I davened Mincha and Maariv
868680,I ate a new fruit for the Brocha Shehecheyanu
868681,I went to Shul and davened Shacharis nicely
868682,I followed Krias Hatorah inside
868683,I listened quietly during Tekiyos
868684,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868685,I went under a ???? for Duchening
868686,"I helped setup, serve, or clean up by any meal"
868687,I said a ??? ???? during any meal
868688,I said extra Tehillim on Yom Tov
868689,I went to Shul and davened Mincha and Maariv nicely
868690,I went to a shiur on shabbos
868691,I fasted part of the day
868692,I gave extra Tzedakah on this day
868693,I followed Krias Hatorah and Haftorah inside
868694,I said my Selichos quota
868695,I davened Mincha with Aneinu (if fasting)
868696,I helped prepare for ??? ???
868697,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868698,I said Tehillim before Maariv
868699,I went to Shul and davened Maariv nicely
868700,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868701,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868702,I tasted a pomegranate
868703,"I ate from the head of a ram, sheep,or fish"
868704,I went to Shul and davened Shacharis nicely
868705,I followed Krias Hatorah inside
868706,I listened quietly during Tekiyos
868707,I heard 100 Tekiyos
868708,I went under a ???? for Duchening
868709,"I helped prepare, serve, or cleanup by any meal"
868710,I said a ??? ???? during any meal
868711,I helped prepare for ??? ???
868712,I said extra Tehillim on Yom Tov
868713,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868714,I went to a body of water and said Tashlich
868715,I said Tehillim before Maariv
868716,I went to Shul and davened Maariv nicely
868717,I davened Mincha and Maariv
868718,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868719,I ate a new fruit for the Brocha Shehecheyanu
868720,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868721,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868722,I went to Shul and davened Shacharis nicely
868723,I tasted a pomegranate
868724,I learned something special about ?????? ???.
868725,I followed Krias Hatorah inside
868726,I helped prepare for ??? ???
868727,"I ate from the head of a ram, sheep,or fish"
868728,I listened quietly during Tekiyos
868729,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
868730,I went to Shul and davened Shacharis nicely
868731,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868732,I said Tehillim before Maariv
868733,I followed Krias Hatorah inside
868734,I went under a ???? for Duchening
868735,I went to Shul and davened Maariv nicely
868736,I listened quietly during Tekiyos
868737,"I helped setup, serve, or clean up by any meal"
868738,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
868739,I heard 100 Tekiyos
868740,I said a ??? ???? during any meal
868741,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
868742,I went under a ???? for Duchening
868743,I said extra Tehillim on Yom Tov
868744,"I helped prepare, serve, or cleanup by any meal"
868745,I tasted a pomegranate
868746,I went to Shul and davened Mincha and Maariv nicely
868747,I said a ??? ???? during any meal
868748,"I ate from the head of a ram, sheep,or fish"
868749,I went to a shiur on shabbos
868750,I said extra Tehillim on Yom Tov
868751,I went to Shul and davened Shacharis nicely
868752,I went to a body of water and said Tashlich
868753,I followed Krias Hatorah inside
868754,I fasted part of the day
868755,I davened Mincha and Maariv
868756,I listened quietly during Tekiyos
868757,I gave extra Tzedakah on this day
868758,I ate a new fruit for the Brocha Shehecheyanu
868759,I heard 100 Tekiyos
868760,I followed Krias Hatorah and Haftorah inside
868761,I went to Shul and davened Shacharis nicely
868762,I went under a ???? for Duchening
868763,I said my Selichos quota
868764,I followed Krias Hatorah inside
868765,"I helped prepare, serve, or cleanup by any meal"
868766,I davened Mincha with Aneinu (if fasting)
868767,I listened quietly during Tekiyos
868768,I said a ??? ???? during any meal
868769,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868770,I said extra Tehillim on Yom Tov
868771,I went under a ???? for Duchening
868772,I went to a body of water and said Tashlich
868773,"I helped setup, serve, or clean up by any meal"
868774,I davened Mincha and Maariv
868775,I said a ??? ???? during any meal
868776,I ate a new fruit for the Brocha Shehecheyanu
868777,I said extra Tehillim on Yom Tov
868778,I went to Shul and davened Shacharis nicely
868779,I went to Shul and davened Mincha and Maariv nicely
868780,I followed Krias Hatorah inside
868781,I went to a shiur on shabbos
868782,I listened quietly during Tekiyos
868783,I fasted part of the day
868784,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
868785,I gave extra Tzedakah on this day
868786,I went under a ???? for Duchening
868787,I followed Krias Hatorah and Haftorah inside
868788,"I helped setup, serve, or clean up by any meal"
868789,I said my Selichos quota
868790,I said a ??? ???? during any meal
868791,I davened Mincha with Aneinu (if fasting)
868792,I said extra Tehillim on Yom Tov
868793,I went to Shul and davened Mincha and Maariv nicely
868794,I went to a shiur on shabbos
868795,I fasted part of the day
868796,I gave extra Tzedakah on this day
868797,I followed Krias Hatorah and Haftorah inside
868798,I said my Selichos quota
868799,I davened Mincha with Aneinu (if fasting)
868884,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868885,I learned something special about ?????? ???.
868886,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868887,I learned something special about ?????? ???.
868888,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868889,I learned something special about ?????? ???.
868890,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868891,I learned something special about ?????? ???.
868892,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868893,I learned something special about ?????? ???.
868894,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
868895,I learned something special about ?????? ???.
869052,I helped prepare for ??? ???
869053,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869054,I davened Maariv nicely
869055,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869056,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869057,I tasted a pomegranate
869058,"I ate from the head of a ram, sheep,or fish"
869059,I went to Shul and davened Shacharis nicely
869060,I listened quietly during Tekiyos
869061,I heard 100 Tekiyos
869062,I listened to ???? ?????
869063,"I helped prepare, serve, or cleanup by any meal"
869064,I said a ??? ???? during any meal
869065,I went to a body of water and said Tashlich
869066,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869067,I ate a new fruit for the Brocha Shehecheyanu
869068,I went to Shul and davened Shacharis nicely
869069,I listened quietly during Tekiyos
869070,I heard 100 Tekiyos
869071,I listened to ???? ?????
869072,"I helped setup, serve, or clean up by any meal"
869073,I said a ??? ???? during any meal
869074,I said extra Tehillim on Yom Tov
869075,I went to a shiur on shabbos
869076,I gave extra Tzedakah on this day
869077,I helped prepare for ??? ???
869078,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869079,I davened Maariv nicely
869080,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869081,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869082,I tasted a pomegranate
869083,"I ate from the head of a ram, sheep,or fish"
869084,I went to Shul and davened Shacharis nicely
869085,I listened quietly during Tekiyos
869086,I heard 100 Tekiyos
869087,I listened to ???? ?????
869088,"I helped prepare, serve, or cleanup by any meal"
869089,I said a ??? ???? during any meal
869090,I went to a body of water and said Tashlich
869091,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869092,I ate a new fruit for the Brocha Shehecheyanu
869093,I went to Shul and davened Shacharis nicely
869094,I listened quietly during Tekiyos
869095,I heard 100 Tekiyos
869096,I listened to ???? ?????
869097,"I helped setup, serve, or clean up by any meal"
869098,I said a ??? ???? during any meal
869099,I said extra Tehillim on Yom Tov
869100,I went to a shiur on shabbos
869101,I gave extra Tzedakah on this day
869102,I helped prepare for ??? ???
869103,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869104,I davened Maariv nicely
869105,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869106,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869107,I tasted a pomegranate
869108,"I ate from the head of a ram, sheep,or fish"
869109,I went to Shul and davened Shacharis nicely
869110,I listened quietly during Tekiyos
869111,I heard 100 Tekiyos
869112,I listened to ???? ?????
869113,"I helped prepare, serve, or cleanup by any meal"
869114,I said a ??? ???? during any meal
869115,I went to a body of water and said Tashlich
869116,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869117,I ate a new fruit for the Brocha Shehecheyanu
869118,I went to Shul and davened Shacharis nicely
869119,I listened quietly during Tekiyos
869120,I heard 100 Tekiyos
869121,I listened to ???? ?????
869122,"I helped setup, serve, or clean up by any meal"
869123,I said a ??? ???? during any meal
869124,I said extra Tehillim on Yom Tov
869125,I went to a shiur on shabbos
869126,I gave extra Tzedakah on this day
869127,I helped prepare for ??? ???
869128,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869129,I davened Maariv nicely
869130,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869131,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869132,I tasted a pomegranate
869133,"I ate from the head of a ram, sheep,or fish"
869134,I went to Shul and davened Shacharis nicely
869135,I listened quietly during Tekiyos
869136,I heard 100 Tekiyos
869137,I listened to ???? ?????
869138,"I helped prepare, serve, or cleanup by any meal"
869139,I said a ??? ???? during any meal
869140,I went to a body of water and said Tashlich
869141,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869142,I ate a new fruit for the Brocha Shehecheyanu
869143,I went to Shul and davened Shacharis nicely
869144,I listened quietly during Tekiyos
869145,I heard 100 Tekiyos
869146,I listened to ???? ?????
869147,"I helped setup, serve, or clean up by any meal"
869148,I said a ??? ???? during any meal
869149,I said extra Tehillim on Yom Tov
869150,I went to a shiur on shabbos
869151,I gave extra Tzedakah on this day
869152,I helped prepare for ??? ???
869153,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869154,I davened Maariv nicely
869155,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869156,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869157,I tasted a pomegranate
869158,"I ate from the head of a ram, sheep,or fish"
869159,I went to Shul and davened Shacharis nicely
869160,I listened quietly during Tekiyos
869161,I heard 100 Tekiyos
869162,I listened to ???? ?????
869163,"I helped prepare, serve, or cleanup by any meal"
869164,I said a ??? ???? during any meal
869165,I went to a body of water and said Tashlich
869166,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869167,I ate a new fruit for the Brocha Shehecheyanu
869168,I went to Shul and davened Shacharis nicely
869169,I listened quietly during Tekiyos
869170,I heard 100 Tekiyos
869171,I listened to ???? ?????
869172,"I helped setup, serve, or clean up by any meal"
869173,I said a ??? ???? during any meal
869174,I said extra Tehillim on Yom Tov
869175,I went to a shiur on shabbos
869176,I gave extra Tzedakah on this day
869177,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
869178,I learned something special about ?????? ???.
869179,I helped prepare for ??? ???
869180,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869181,I davened Maariv nicely
869182,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869183,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869184,I tasted a pomegranate
869185,"I ate from the head of a ram, sheep,or fish"
869186,I went to Shul and davened Shacharis nicely
869187,I listened quietly during Tekiyos
869188,I heard 100 Tekiyos
869189,I listened to ???? ?????
869190,"I helped prepare, serve, or cleanup by any meal"
869191,I said a ??? ???? during any meal
869192,I went to a body of water and said Tashlich
869193,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869194,I ate a new fruit for the Brocha Shehecheyanu
869195,I went to Shul and davened Shacharis nicely
869196,I listened quietly during Tekiyos
869197,I heard 100 Tekiyos
869198,I listened to ???? ?????
869199,"I helped setup, serve, or clean up by any meal"
869200,I said a ??? ???? during any meal
869201,I said extra Tehillim on Yom Tov
869202,I went to a shiur on shabbos
869203,I gave extra Tzedakah on this day
869204,I helped prepare for ??? ???
869205,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869206,I davened Maariv nicely
869207,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869208,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869209,I tasted a pomegranate
869210,"I ate from the head of a ram, sheep,or fish"
869211,I went to Shul and davened Shacharis nicely
869212,I listened quietly during Tekiyos
869213,I heard 100 Tekiyos
869214,I listened to ???? ?????
869215,"I helped prepare, serve, or cleanup by any meal"
869216,I said a ??? ???? during any meal
869217,I went to a body of water and said Tashlich
869218,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869219,I ate a new fruit for the Brocha Shehecheyanu
869220,I went to Shul and davened Shacharis nicely
869221,I listened quietly during Tekiyos
869222,I heard 100 Tekiyos
869223,I listened to ???? ?????
869224,"I helped setup, serve, or clean up by any meal"
869225,I said a ??? ???? during any meal
869226,I said extra Tehillim on Yom Tov
869227,I went to a shiur on shabbos
869228,I gave extra Tzedakah on this day
869229,I helped prepare for ??? ???
869230,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869231,I davened Maariv nicely
869232,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869233,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869234,I tasted a pomegranate
869235,"I ate from the head of a ram, sheep,or fish"
869236,I went to Shul and davened Shacharis nicely
869237,I listened quietly during Tekiyos
869238,I heard 100 Tekiyos
869239,I listened to ???? ?????
869240,"I helped prepare, serve, or cleanup by any meal"
869241,I said a ??? ???? during any meal
869242,I went to a body of water and said Tashlich
869243,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869244,I ate a new fruit for the Brocha Shehecheyanu
869245,I went to Shul and davened Shacharis nicely
869246,I listened quietly during Tekiyos
869247,I heard 100 Tekiyos
869248,I listened to ???? ?????
869249,"I helped setup, serve, or clean up by any meal"
869250,I said a ??? ???? during any meal
869251,I said extra Tehillim on Yom Tov
869252,I went to a shiur on shabbos
869253,I gave extra Tzedakah on this day
869254,I helped prepare for ??? ???
869255,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869256,I davened Maariv nicely
869257,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869258,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869259,I tasted a pomegranate
869260,"I ate from the head of a ram, sheep,or fish"
869261,I went to Shul and davened Shacharis nicely
869262,I listened quietly during Tekiyos
869263,I heard 100 Tekiyos
869264,I listened to ???? ?????
869265,"I helped prepare, serve, or cleanup by any meal"
869266,I said a ??? ???? during any meal
869267,I went to a body of water and said Tashlich
869268,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869269,I ate a new fruit for the Brocha Shehecheyanu
869270,I went to Shul and davened Shacharis nicely
869271,I listened quietly during Tekiyos
869272,I heard 100 Tekiyos
869273,I listened to ???? ?????
869274,"I helped setup, serve, or clean up by any meal"
869275,I said a ??? ???? during any meal
869276,I said extra Tehillim on Yom Tov
869277,I went to a shiur on shabbos
869278,I gave extra Tzedakah on this day
869279,I helped prepare for ??? ???
869280,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869281,I davened Maariv nicely
869282,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869283,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869284,I tasted a pomegranate
869285,"I ate from the head of a ram, sheep,or fish"
869286,I went to Shul and davened Shacharis nicely
869287,I listened quietly during Tekiyos
869288,I heard 100 Tekiyos
869289,I listened to ???? ?????
869290,"I helped prepare, serve, or cleanup by any meal"
869291,I said a ??? ???? during any meal
869292,I went to a body of water and said Tashlich
869293,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869294,I ate a new fruit for the Brocha Shehecheyanu
869295,I went to Shul and davened Shacharis nicely
869296,I listened quietly during Tekiyos
869297,I heard 100 Tekiyos
869298,I listened to ???? ?????
869299,"I helped setup, serve, or clean up by any meal"
869300,I said a ??? ???? during any meal
869301,I said extra Tehillim on Yom Tov
869302,I went to a shiur on shabbos
869303,I gave extra Tzedakah on this day
869304,I helped prepare for ??? ???
869305,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869306,I davened Maariv nicely
869307,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869308,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869309,I tasted a pomegranate
869310,"I ate from the head of a ram, sheep,or fish"
869311,I went to Shul and davened Shacharis nicely
869312,I listened quietly during Tekiyos
869313,I heard 100 Tekiyos
869314,I listened to ???? ?????
869315,"I helped prepare, serve, or cleanup by any meal"
869316,I said a ??? ???? during any meal
869317,I went to a body of water and said Tashlich
869318,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869319,I ate a new fruit for the Brocha Shehecheyanu
869320,I went to Shul and davened Shacharis nicely
869321,I listened quietly during Tekiyos
869322,I heard 100 Tekiyos
869323,I listened to ???? ?????
869324,"I helped setup, serve, or clean up by any meal"
869325,I said a ??? ???? during any meal
869326,I said extra Tehillim on Yom Tov
869327,I went to a shiur on shabbos
869328,I gave extra Tzedakah on this day
869329,I did a special act of ????? ?? ???-Honoring your mother and father. Write your special act.
869330,I learned something special about ?????? ???.
869331,I helped prepare for ??? ???
869332,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869333,I davened Maariv nicely
869334,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869335,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869336,I tasted a pomegranate
869337,"I ate from the head of a ram, sheep,or fish"
869338,I went to Shul and davened Shacharis nicely
869339,I listened quietly during Tekiyos
869340,I heard 100 Tekiyos
869341,I listened to ???? ?????
869342,"I helped prepare, serve, or cleanup by any meal"
869343,I said a ??? ???? during any meal
869344,I went to a body of water and said Tashlich
869345,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869346,I ate a new fruit for the Brocha Shehecheyanu
869347,I went to Shul and davened Shacharis nicely
869348,I listened quietly during Tekiyos
869349,I heard 100 Tekiyos
869350,I listened to ???? ?????
869351,"I helped setup, serve, or clean up by any meal"
869352,I said a ??? ???? during any meal
869353,I said extra Tehillim on Yom Tov
869354,I went to a shiur on shabbos
869355,I gave extra Tzedakah on this day
869356,I helped prepare for ??? ???
869357,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869358,I davened Maariv nicely
869359,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
869360,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
869361,I tasted a pomegranate
869362,"I ate from the head of a ram, sheep,or fish"
869363,I went to Shul and davened Shacharis nicely
869364,I listened quietly during Tekiyos
869365,I heard 100 Tekiyos
869366,I listened to ???? ?????
869367,"I helped prepare, serve, or cleanup by any meal"
869368,I said a ??? ???? during any meal
869369,I went to a body of water and said Tashlich
869370,I lit ??? candles using my OWN candlesticks and in my ??? clothing
869371,I ate a new fruit for the Brocha Shehecheyanu
869372,I went to Shul and davened Shacharis nicely
869373,I listened quietly during Tekiyos
869374,I heard 100 Tekiyos
869375,I listened to ???? ?????
869376,"I helped setup, serve, or clean up by any meal"
869377,I said a ??? ???? during any meal
869378,I said extra Tehillim on Yom Tov
869379,I went to a shiur on shabbos
869380,I gave extra Tzedakah on this day
869381,I helped prepare for ??? ???
869382,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
869383,I davened Maariv nicely
869384,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
